iter	RMSE
269	0.001872908453
270	0.00187193648
271	0.001870888785
272	0.001870143192
273	0.001869362737
274	0.001868523136
275	0.001867661779
276	0.001866837002
277	0.001865890517
278	0.001863750361
279	0.001861502314
280	0.001860773853
281	0.00185918262
282	0.001858448444
283	0.00185633571
284	0.001854310691
285	0.001853629359
286	0.001851785227
287	0.001850782081
288	0.001849871382
289	0.001847595748
290	0.001846204041
291	0.00184526915
292	0.001844656578
293	0.001842833271
294	0.001842240936
295	0.00184151967
296	0.001840347601
297	0.001839736187
298	0.00183800055
299	0.001837564215
300	0.001837072026
301	0.001834967097
302	0.001833205549
303	0.001832498066
304	0.001831141619
305	0.001830316177
306	0.001829697039
307	0.001828977131
308	0.00182762693
309	0.001826109688
310	0.001825421887
311	0.001823573982
312	0.001823024259
313	0.001821718922
314	0.001821264834
315	0.00182094379
316	0.001819559114
317	0.00181845534
318	0.001816761581
319	0.001816458436
320	0.001815445759
321	0.001814228569
322	0.00181393849
323	0.001812578399
324	0.001811001229
325	0.001809704597
326	0.001808262109
327	0.001808005118
328	0.001807546556
329	0.001806242164
330	0.001805091293
331	0.001803691241
332	0.001802385062
333	0.001801141308
334	0.001800109584
335	0.001798855284
336	0.001797670459
337	0.001796436878
338	0.001795102328
339	0.001794343604
340	0.001793441979
341	0.001792723911
342	0.001791645585
343	0.001790596002
344	0.001790201311
345	0.00178999303
346	0.001789392104
347	0.001788286012
348	0.001787239123
349	0.001786815441
350	0.001786354064
351	0.001785346117
352	0.001784364219
353	0.001783054574
354	0.001782082711
355	0.001781210043
356	0.001780674928
357	0.001780189342
358	0.001779998256
359	0.001778960985
360	0.001777913772
361	0.001776871024
362	0.001775997693
363	0.00177534025
364	0.001774359644
365	0.00177355373
366	0.001772783081
367	0.001771635734
368	0.001770868262
369	0.001770170919
370	0.001769503557
371	0.00176847208
372	0.001767645183
373	0.001767536076
374	0.001766922708
375	0.00176677896
376	0.00176600116
377	0.00176539527
378	0.001763896518
379	0.001762466542
380	0.00176206176
381	0.001761231058
382	0.001760344952
383	0.001759454018
384	0.001758741387
385	0.001757678734
386	0.001756719564
387	0.001756620324
388	0.001755596912
389	0.001754492674
390	0.001753766426
391	0.001753575794
392	0.001752883974
393	0.001751688379
394	0.001750931835
395	0.001749902432
396	0.001748875047
397	0.001748215608
398	0.001747972839
399	0.00174701191
400	0.001745876806
401	0.001745083259
402	0.001744254598
403	0.001743838792
404	0.001742711884
405	0.001741557239
406	0.00174085386
407	0.001739673223
408	0.001739139078
409	0.001739054337
410	0.001738794531
411	0.001738019535
412	0.001737742468
413	0.001736947602
414	0.001736878747
415	0.001736205683
416	0.001736095867
417	0.001735106241
418	0.001734692917
419	0.00173424536
420	0.001733510915
421	0.001732875469
422	0.001732808316
423	0.001732246795
424	0.001731405689
425	0.001730797283
426	0.001730746975
427	0.001730260577
428	0.0017296274
429	0.001729132252
430	0.001728529101
431	0.00172759919
432	0.001726932616
433	0.001726278189
434	0.001725442399
435	0.001724780317
436	0.001724731693
437	0.001724684344
438	0.001723906472
439	0.001723739576
440	0.001722924234
441	0.001722717672
442	0.001721663759
443	0.001721035087
444	0.001720081456
445	0.00171948801
446	0.001718928022
447	0.001718191073
448	0.001717252452
449	0.001716833933
450	0.001716782583
451	0.001716193496
452	0.001715579563
453	0.0017154671
454	0.001714599268
455	0.0017138837
456	0.001713529884
457	0.001713083951
458	0.001712032146
459	0.001711492788
460	0.001710739068
461	0.001710248703
462	0.001709656769
463	0.001708681036
464	0.001707748417
465	0.001706811379
466	0.001706035193
467	0.001705355326
468	0.001704572934
469	0.001704106305
470	0.001703432006
471	0.001702586371
472	0.001701947204
473	0.001701303406
474	0.001700476612
475	0.001699914539
476	0.001699302551
477	0.001698705955
478	0.001698300018
479	0.001697765813
480	0.001696879203
481	0.001696074505
482	0.001695479883
483	0.001694648512
484	0.001694200289
485	0.001693794579
486	0.001693343427
487	0.00169288821
488	0.001692304791
489	0.001691706019
490	0.001691237208
491	0.001690413298
492	0.001690240561
493	0.001689784826
494	0.001689154238
495	0.001688758626
496	0.001687778325
497	0.001687100344
498	0.001686608052
499	0.00168606674
500	0.001685819627
501	0.001685461957
502	0.001684658788
503	0.001684122553
504	0.001683451889
505	0.001683033437
506	0.001682590128
507	0.001682004046
508	0.001681589615
509	0.001680941024
510	0.001680447154
511	0.001680320979
512	0.001679732129
513	0.001678831127
514	0.001678803263
515	0.001678141878
516	0.00167776945
517	0.00167714066
518	0.001676446012
519	0.001676066649
520	0.001675291175
521	0.001674968414
522	0.001674432024
523	0.00167395227
524	0.001673716684
525	0.001673018128
526	0.001672945114
527	0.001672380308
528	0.001671958153
529	0.001671250858
530	0.001670814638
531	0.001670724325
532	0.001670503549
533	0.001670374662
534	0.001670184099
535	0.001669512686
536	0.001669017068
537	0.001668655555
538	0.001668103242
539	0.001667553047
540	0.001666922007
541	0.00166634448
542	0.001665624653
543	0.001665352959
544	0.001664902574
545	0.001664718548
546	0.001664073151
547	0.001663514014
548	0.001663348862
549	0.001663321803
550	0.001662984671
551	0.001662646334
552	0.00166216083
553	0.001662006502
554	0.001661745854
555	0.001661082715
556	0.001660416519
557	0.001660118056
558	0.001659060043
559	0.00165886339
560	0.001658366996
561	0.001657948986
562	0.001657675801
563	0.001657255997
564	0.001656598647
565	0.001656314445
566	0.001656165409
567	0.001655561261
568	0.001655374224
569	0.001655244093
570	0.001655081586
571	0.00165456731
572	0.00165389354
573	0.00165354316
574	0.001652986417
575	0.001652736074
576	0.0016526493
577	0.001652538567
578	0.001652214243
579	0.001651667181
580	0.001651392867
581	0.001651022425
582	0.001650876482
583	0.001650765059
584	0.001650233506
585	0.001649593847
586	0.00164924959
587	0.001648799241
588	0.001648682414
589	0.001648185878
590	0.001647946374
591	0.001647776096
592	0.001647389608
593	0.0016469931
594	0.001646870137
595	0.001646417348
596	0.001645783785
597	0.001645016109
598	0.001644537587
599	0.001644075147
600	0.001643694595
601	0.001643461798
602	0.001643346231
603	0.001642855712
604	0.001642650215
605	0.001642215916
606	0.001641816163
607	0.001641219923
608	0.001641107398
609	0.001640618657
610	0.001640061111
611	0.001639762134
612	0.001639295912
613	0.001639090902
614	0.001638886265
615	0.001638461881
616	0.001638372817
617	0.001638244341
618	0.001637283603
619	0.001636716414
620	0.001636200624
621	0.001635923662
622	0.001635580148
623	0.001634939975
624	0.001634498117
625	0.001633812134
626	0.001633270652
627	0.001632666633
628	0.001632487109
629	0.001632103138
630	0.001631587682
631	0.001631411913
632	0.00163115563
633	0.00163069316
634	0.001630057057
635	0.001629638686
636	0.001629378666
637	0.001628946968
638	0.00162883293
639	0.001628455604
640	0.001627949713
641	0.001627740477
642	0.001627508311
643	0.001626850327
644	0.001626412481
645	0.001626210986
646	0.00162604331
647	0.00162573893
648	0.001625380372
649	0.001625289016
650	0.001625194596
651	0.001624722849
652	0.001624651085
653	0.001624540824
654	0.001624321287
655	0.001623294418
656	0.001622904554
657	0.001622481775
658	0.00162174288
659	0.001621485558
660	0.001621086396
661	0.001620950743
662	0.00162072718
663	0.001620387936
664	0.001619977544
665	0.00161934401
666	0.001618990961
667	0.001618575702
668	0.001618144939
669	0.001617836238
670	0.00161760773
671	0.001617266737
672	0.001616926969
673	0.001616685782
674	0.001616177992
675	0.001615869143
676	0.001615677145
677	0.001615489995
678	0.001615365046
679	0.001615006294
680	0.001614715562
681	0.001614498858
682	0.001614337784
683	0.001614147844
684	0.001613714525
685	0.001613408388
686	0.001612810143
687	0.001612534206
688	0.00161207585
689	0.001611940768
690	0.001611775822
691	0.001611377549
692	0.001611191074
693	0.001610825222
694	0.001610542101
695	0.001610184342
696	0.0016100118
697	0.001609905856
698	0.001609622214
699	0.001609532829
700	0.001609434228
701	0.001609171811
702	0.001609132454
703	0.001608890382
704	0.00160855138
705	0.00160831798
706	0.001608254852
707	0.001607837715
708	0.001607551748
709	0.001607321372
710	0.001606994985
711	0.001606806246
712	0.00160658812
713	0.001606195
714	0.001606175219
715	0.001605646666
716	0.001605430849
717	0.001605199505
718	0.001605076352
719	0.001604873381
720	0.001604355524
721	0.001603909029
722	0.001603545795
723	0.001603243815
724	0.001603124382
725	0.001602824026
726	0.00160270483
727	0.001602315721
728	0.001601934764
729	0.001601847764
730	0.001601699765
731	0.001601518661
732	0.001601365427
733	0.001600998976
734	0.001600661762
735	0.001600395369
736	0.001600038206
737	0.001599808693
738	0.001599572405
739	0.001599105717
740	0.001598520495
741	0.001598182442
742	0.001597875715
743	0.001597286016
744	0.001596788756
745	0.001596690558
746	0.001596459529
747	0.001596208614
748	0.001596075766
749	0.00159596866
750	0.00159581472
751	0.001595593037
752	0.001595291547
753	0.001595071504
754	0.001594789269
755	0.001594344131
756	0.001594180993
757	0.001594137738
758	0.001593824904
759	0.001593435408
760	0.001593318616
761	0.001593182156
762	0.001592632105
763	0.001592359198
764	0.001591863993
765	0.001591418361
766	0.001591271505
767	0.001590821475
768	0.001590549955
769	0.001590238142
770	0.001589857218
771	0.001589556547
772	0.001589446976
773	0.001589014892
774	0.001588663603
775	0.001588409977
776	0.001587461013
777	0.001587029683
778	0.001586629332
779	0.001586327334
780	0.001586145791
781	0.001586075511
782	0.001585840909
783	0.001585625798
784	0.001585446529
785	0.00158513371
786	0.001584826313
787	0.001584676772
788	0.001584540751
789	0.001584375437
790	0.001584286542
791	0.001584165453
792	0.001583916628
793	0.001583465132
794	0.001583356568
795	0.001583120002
796	0.001582987571
797	0.001582826612
798	0.001582739195
799	0.001582288077
800	0.001582198867
801	0.00158195644
802	0.001581822753
803	0.001581704739
804	0.001581553248
805	0.001581113438
806	0.001580771253
807	0.001580520286
808	0.001580401062
809	0.001580143654
810	0.001579900487
811	0.001579417026
812	0.001579361732
813	0.001579199256
814	0.001578986546
815	0.001578885893
816	0.001578729065
817	0.001578428253
818	0.001578270134
819	0.001577861512
820	0.001577399077
821	0.001577035637
822	0.001576806898
823	0.001576157911
824	0.001575535341
825	0.001575257368
826	0.001574705452
827	0.001574544941
828	0.00157436307
829	0.001574112319
830	0.001573800013
831	0.001573612767
832	0.001573385729
833	0.001573255153
834	0.00157296718
835	0.001572873375
836	0.00157280437
837	0.001572557229
838	0.0015723961
839	0.001572226877
840	0.001572089022
841	0.001571787207
842	0.001571413626
843	0.001571185986
844	0.001570910847
845	0.001570770298
846	0.001570627587
847	0.001570490359
848	0.001570408737
849	0.001570102785
850	0.001570006264
851	0.001569948923
852	0.001569725047
853	0.001569486725
854	0.001569191761
855	0.001568924033
856	0.001568521889
857	0.001568374204
858	0.001568121812
859	0.001567784387
860	0.001567290758
861	0.001567171895
862	0.001566879104
863	0.001566569348
864	0.001566475428
865	0.001566359791
866	0.001565835918
867	0.001565602874
868	0.00156540204
869	0.001565122871
870	0.001564774097
871	0.001564038929
872	0.001563958549
873	0.001563816617
874	0.001563531264
875	0.001563388353
876	0.001563281337
877	0.001562969801
878	0.00156285624
879	0.001562819388
880	0.001562675062
881	0.001562516759
882	0.001562454575
883	0.001562259064
884	0.001562088583
885	0.001561919666
886	0.001561602008
887	0.001561485569
888	0.001561386413
889	0.001561287642
890	0.001561015302
891	0.001560920391
892	0.001560586185
893	0.001559959395
894	0.001559627876
895	0.001559492865
896	0.001559251159
897	0.001559101985
898	0.001558995408
899	0.001558473696
900	0.001558370655
901	0.001558278113
902	0.001558106782
903	0.001557663813
904	0.001557342922
905	0.001557262774
906	0.001557044852
907	0.001556891711
908	0.001556658908
909	0.001556514864
910	0.00155613992
911	0.001555898806
912	0.001555335453
913	0.001555279401
914	0.001555168869
915	0.001554925419
916	0.001554782233
917	0.001554753924
918	0.001554567775
919	0.00155421481
920	0.001554157728
921	0.00155395441
922	0.001553704499
923	0.001553689602
924	0.001553509322
925	0.00155335665
926	0.001553328906
927	0.001553194351
928	0.00155307744
929	0.001552801096
930	0.001552556975
931	0.001552186797
932	0.001552058227
933	0.00155197799
934	0.001551752554
935	0.001551663201
936	0.001551447621
937	0.001551158827
938	0.001550552612
939	0.001550469488
940	0.001550380241
941	0.001550304089
942	0.001549874914
943	0.001549508943
944	0.001549384839
945	0.001549021306
946	0.001548854458
947	0.001548642601
948	0.001548298858
949	0.00154815161
950	0.001548021722
951	0.001547744904
952	0.001547652456
953	0.001547553412
954	0.001547136509
955	0.001546937001
956	0.001546584079
957	0.001546423293
958	0.001546362492
959	0.001546141514
960	0.001546047953
961	0.00154583213
962	0.001545756279
963	0.001545577865
964	0.001545500246
965	0.001545259194
966	0.001545185789
967	0.001545095756
968	0.001545017871
969	0.00154450484
970	0.001544288691
971	0.001544034938
972	0.00154344283
973	0.001543274464
974	0.001543072347
975	0.001542865434
976	0.001542440496
977	0.001541932586
978	0.001541846668
979	0.001541451803
980	0.001541379769
981	0.001541162027
982	0.00154096932
983	0.001540820008
984	0.001540630745
985	0.001540602949
986	0.0015404259
987	0.001540159364
988	0.001540057905
989	0.001539363675
990	0.001539209928
991	0.001538850377
992	0.001538712104
993	0.00153864926
994	0.001538088808
995	0.001537877423
996	0.001537554505
997	0.001537073368
998	0.001537044964
999	0.001536959101
